Oocyte..1.RPKM.	Oocyte..2.RPKM.	Oocyte..3.RPKM.	Zygote..1.RPKM.	Zygote..2.RPKM.	Zygote..3.RPKM.	X2.cell.embryo.1..Cell.1.RPKM.	X2.cell.embryo.1..Cell.2.RPKM.	X2.cell.embryo.2..Cell.1.RPKM.	X2.cell.embryo.2..Cell.2.RPKM.	X2.cell.embryo.3..Cell.1.RPKM.	X2.cell.embryo.3..Cell.2.RPKM.	X4.cell.embryo.1..Cell.1.RPKM.	X4.cell.embryo.1..Cell.2.RPKM.	X4.cell.embryo.1..Cell.3.RPKM.	X4.cell.embryo.1..Cell.4.RPKM.	X4.cell.embryo.2..Cell.1.RPKM.	X4.cell.embryo.2..Cell.2.RPKM.	X4.cell.embryo.2..Cell.3.RPKM.	X4.cell.embryo.2..Cell.4.RPKM.	X4.cell.embryo.3..Cell.1.RPKM.	X4.cell.embryo.3..Cell.2.RPKM.	X4.cell.embryo.3..Cell.3.RPKM.	X4.cell.embryo.3..Cell.4.RPKM.	X8.cell.embryo.1..Cell.1.RPKM.	X8.cell.embryo.1..Cell.2.RPKM.	X8.cell.embryo.1..Cell.3.RPKM.	X8.cell.embryo.1..Cell.4.RPKM.	X8.cell.embryo.2..Cell.1.RPKM.	X8.cell.embryo.2..Cell.2.RPKM.	X8.cell.embryo.2..Cell.3.RPKM.	X8.cell.embryo.2..Cell.4.RPKM.	X8.cell.embryo.2..Cell.5.RPKM.	X8.cell.embryo.2..Cell.6.RPKM.	X8.cell.embryo.2..Cell.7.RPKM.	X8.cell.embryo.2..Cell.8.RPKM.	X8.cell.embryo.3..Cell.1.RPKM.	X8.cell.embryo.3..Cell.2.RPKM.	X8.cell.embryo.3..Cell.3.RPKM.	X8.cell.embryo.3..Cell.4.RPKM.	X8.cell.embryo.3..Cell.5.RPKM.	X8.cell.embryo.3..Cell.6.RPKM.	X8.cell.embryo.3..Cell.7.RPKM.	X8.cell.embryo.3..Cell.8.RPKM.	Morulae..1..Cell.1.RPKM.	Morulae..1..Cell.2.RPKM.	Morulae..1..Cell.3.RPKM.	Morulae..1..Cell.4.RPKM.	Morulae..1..Cell.5.RPKM.	Morulae..1..Cell.6.RPKM.	Morulae..1..Cell.7.RPKM.	Morulae..1..Cell.8.RPKM.	Morulae..2..Cell.1.RPKM.	Morulae..2..Cell.2.RPKM.	Morulae..2..Cell.3.RPKM.	Morulae..2..Cell.4.RPKM.	Morulae..2..Cell.5.RPKM.	Morulae..2..Cell.6.RPKM.	Morulae..2..Cell.7.RPKM.	Morulae..2..Cell.8.RPKM.	Late.blastocyst..1..Cell.1.RPKM.	Late.blastocyst..1..Cell.2.RPKM.	Late.blastocyst..1..Cell.3.RPKM.	Late.blastocyst..1..Cell.4.RPKM.	Late.blastocyst..1..Cell.5.RPKM.	Late.blastocyst..1..Cell.6.RPKM.	Late.blastocyst..1..Cell.7.RPKM.	Late.blastocyst..1..Cell.8.RPKM.	Late.blastocyst..1..Cell.9.RPKM.	Late.blastocyst..1..Cell.10.RPKM.	Late.blastocyst..1..Cell.11.RPKM.	Late.blastocyst..1..Cell.12.RPKM.	Late.blastocyst..2..Cell.1.RPKM.	Late.blastocyst..2..Cell.2.RPKM.	Late.blastocyst..2..Cell.3.RPKM.	Late.blastocyst..2..Cell.4.RPKM.	Late.blastocyst..2..Cell.5.RPKM.	Late.blastocyst..2..Cell.6.RPKM.	Late.blastocyst..2..Cell.7.RPKM.	Late.blastocyst..2..Cell.8.RPKM.	Late.blastocyst..2..Cell.9.RPKM.	Late.blastocyst..2..Cell.10.RPKM.	Late.blastocyst..3..Cell.1.RPKM.	Late.blastocyst..3..Cell.2.RPKM.	Late.blastocyst..3..Cell.3.RPKM.	Late.blastocyst..3..Cell.4.RPKM.	Late.blastocyst..3..Cell.5.RPKM.	Late.blastocyst..3..Cell.6.RPKM.	Late.blastocyst..3..Cell.7.RPKM.	Late.blastocyst..3..Cell.8.RPKM.	gen
4.5	4.5	5.4	6	8.6	10	8.5	9.6	11.7	11.3	9.3	9.2	9.8	5.6	0.1	5.1	6.6	4.8	7.1	6.5	14.3	8.1	12.4	10.6	6.6	2.7	2	5.4	0.5	1	0.7	0.2	0	0	0	0	1.8	1.8	0.8	0.5	1.4	0.2	2.4	1	0	1.2	0	0.1	0.2	0	1.1	0	0.2	0	3.7	0.6	3.7	0.2	0.7	0	0.5	0.6	1.3	0	0	0.3	0.7	0.3	0	2.2	2.5	0.7	0.2	0	0	0	0	0	0	0.1	0	0	0.8	0	0	5.1	0	0.4	0.5	5.4	REXO1
1.7	1.4	0.5	2.7	3.5	1	5.4	6	6.4	7	4.6	4.1	4.3	8.3	4	5.2	4.8	1.6	5.2	5	9	2.8	4.6	5.5	1.7	4.4	0.4	0.8	0	0.2	1.3	0	0	0	0	0	0	0.4	0	0.7	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.1	0.8	0	1.9	0	0	0.2	0	0	1	0	0	0	0	0	0	0	0	0	5.6	0	0	0	0	0	0	5.7	2	ZNF362
0.5	0.7	0.6	4.5	5.2	5.7	5.3	5.2	4.8	7	6	6.2	3.6	8.5	2.9	3.1	17.4	6.7	6.9	8.3	9.6	7.1	13.3	8.7	1	0.6	1.1	2	0	0.4	0	0	1	0	0	0.3	0	0	0	0.8	0	0	0.5	0	0	0	0	0.8	0.6	0	0	0	0	0	0	0	0	0	0.3	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	0	0	0	0	0	NCKAP5L
13.3	12.3	12.5	13.4	21.6	10.8	11.3	12.4	12.5	10.1	14.1	7.5	35.9	21.7	15.7	44.5	24.4	26.5	17.9	16.5	17.7	21.8	6.1	21.3	19.4	20.6	3.8	10.9	5.2	1.7	4	0	0	0	0	5.4	0	0	0	1.9	8.7	0	5.4	0.7	13.4	0	9.4	4.7	0.3	0	0	0	0.3	0	0.5	0	0	0	1.4	0.3	0	18.9	0	6.6	0.6	0	0	0	0.4	0	5.4	0	4.4	0	0.9	15.7	0	0	2.7	0.3	0	1.7	0	16.1	0	0	0.5	0	0	0	SCCPDH
150.3	115.1	115.5	155.4	147.1	165.2	158.1	158.5	121.6	145.1	88.8	95.8	85.8	72.7	73.5	67.6	71	93	103.9	75.5	121.9	135.8	143.2	108.4	47	45	48.6	42.7	0.8	0.7	4.4	12.9	1.1	0.3	4	2.8	4.9	2.2	9.7	2.8	1.7	0	3.2	1.3	0.1	8.3	22.3	1	6.1	0.1	3.8	0	8.5	3.2	6.5	2.8	8.9	0.4	7.8	1.1	0	8.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	C2orf84
2.8	8.4	9.7	7.5	7.5	9.4	10.3	8.1	7.1	4.2	3.6	4.2	4.5	10.6	7.4	6.5	11.5	13.7	3.1	9.2	6.5	11.6	7.4	8.9	1.4	2.8	10.7	10.7	0	0.3	0.2	0.3	0.1	0.1	0.2	0	0.4	0	0	0.1	3.6	0.2	3.4	0.6	0.3	0.2	1.4	0.1	0.5	0.1	0.2	0.8	0.1	0	0.1	0	0	0.8	1.9	0	0.2	0	1	0	0.1	0	0	0	0	0.2	0.2	0	0.1	0.4	0.2	0.2	0	0.1	0	0	0	0.1	0.1	0	0	0	0	0	0	0	GPR1
21.5	19.3	22.1	7.1	2.5	3.7	9.4	9.7	7	10.6	4.2	4.4	4.1	4.6	18.7	8.8	7.3	3.8	6.2	10	9.9	7.1	4.1	8.7	8.9	9	10.7	9.9	0	0.6	1	1.1	0	0.7	1.2	1.1	0	0	0	0.4	0	2.1	0	0.5	0	0	3.2	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CNTN5
18.2	5.7	10.8	5.5	3.9	6.6	7.4	6.8	2.6	4.8	9	14.5	7.7	0	0	0	14.4	8.4	10.2	0.3	26.4	4.5	0.9	9	8.4	22.7	28.2	87	178.6	169.6	96.4	322.2	276.7	287.7	418.9	131.3	503.5	408.9	386.1	534	46.8	20.9	196.8	125.3	854	824.5	15	1460.6	915.5	950.8	999.4	10.8	678.7	753.5	390.1	410.5	585.6	455.2	764.6	554.9	0	0	20.3	0	0	0	0	0	0	0	7.4	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	DPRX
4.1	4.5	4.6	4.3	5.6	4.6	3.6	2.5	1.5	2.5	4.5	3.1	3.4	3.8	5.7	5.2	8	12.8	4.5	7.1	3.2	1	5.9	3.6	2.4	0.4	2.1	2.2	0	3.4	0	0	0	0	0	0	1.7	3.8	2.6	0	2.1	0	0	0	0	0	0	0	1.9	0	0	33.3	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OR4F29
4.4	3.8	3.8	2.1	1	2.3	1.1	1.7	1.1	0.9	0.7	0.8	1.2	0	6	3.3	4.3	3.4	2.2	2.1	2.9	6.1	3.7	3	3.1	0.4	0	1	0	0	0	0	0	0	0.5	0.4	1.6	0.1	0.9	0	0	0	1.8	1.4	0	0	0	0.6	0	0	0.4	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MYOCD
172.1	202	227.2	202.1	239.3	279.9	242.9	229.4	162.5	167	122.3	121	179.6	178.5	182.5	171.9	128.9	188.3	135.1	164.5	112.2	158.3	119.5	87.9	16.9	40.1	14.8	33.5	7.3	1.7	13.8	6.3	4.8	3.3	14.1	9.6	6.9	15.6	10.2	7.3	4.9	16.3	6	5.4	15.7	15.5	76.9	9.5	7.2	10.2	18.6	76.5	12.9	15.3	5.5	7.3	23.1	10.6	11.5	9.3	2.1	0	0	0	0	0	0	0.8	4.3	0	11	0	2	17.7	0.5	0	0	19.3	0	0.1	0	11.2	0	0	0	0	0	0.6	0.6	0	ZNF215
9.5	11.5	12.6	12.5	12.6	13.9	7.8	7.5	7.1	8.6	3.5	5.2	11.7	8.8	3.6	2.1	7	6.6	3.8	10.4	9.8	11.2	8.8	6.9	1.6	1.1	1.5	6.4	4.7	0.7	0	1.1	0	0	0	0	2.8	1.1	0	0	0	0	0	2.4	0	0	19.3	0.7	0	0	0	0	0.8	0	0	3.1	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	2.4	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BNC1
27.7	29	22.9	12.5	6	7.8	8.5	8.7	7.9	6.3	4.1	4	4.5	6.3	0.2	8.9	9.9	11.4	17.1	7.7	14.3	5.5	12.5	18.4	0.8	5.3	7.5	5.1	0.2	0	2.7	0	0	5.2	4.8	0.9	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SDS
42.7	43.6	57.2	33.9	22.6	35.7	34.7	30.4	25.7	20.6	20	20.4	11.9	0	19.7	17.7	55.2	27.5	32.8	21.6	29.1	27	26.8	28.9	9.5	5.6	0	7.5	0	0	1.7	0	8	3.9	6.6	2.1	0	16.6	0	0	7.8	0.3	0	0	0	0	0	2.6	0.2	0	8.7	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9	0	0	0	0	1	0	0	0	0	0	0	0	0	7.5	0.1	0	0	0	0	IRAK1BP1
6.4	10.8	11.2	3.3	7.9	4.7	5.4	4.9	5.1	5.3	1.9	1.8	14.3	11	23.6	10.9	10.5	6.8	9.1	6	11.5	10.8	23.6	11	7.2	6.5	12	7.4	1.7	1.7	1.6	0	0	0.4	0.3	1.4	5.1	1.9	1.5	0.6	11.9	0.3	3.1	2.2	0	0.4	0	0	0.5	0	0	0	1.8	0.2	0	0	0	0.7	0	0.7	0	0	0.1	0	0	0.1	0	0	0	0	0	0	0	0.4	3.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OR8G1
0.2	0.6	0.3	0	0	0.2	0.2	0.3	0.4	0.3	0.1	0.4	0	0	0	0	0	0	0	0.8	0.6	0	0	1.3	0	1.9	0	0.4	0	0.8	2.4	0.4	3.9	3.3	3.2	6.3	0.1	5.9	0	0	0	0	0	0	16.1	5.6	0.2	15.4	33.9	25.1	11.6	0.1	5.3	25.7	8.1	14.1	22.3	10.3	16.1	10.8	0	0	0	0	0	0	0.3	0	0	0	0.2	0	3.1	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DBP
60.3	57.4	72.5	20.4	20	20.8	21.3	22.3	21.2	18.7	22	19	55.7	22.1	34.6	35.4	48.6	54.7	50.2	43.6	45.8	33	54.9	36.9	46	8.9	23.9	43.7	3.2	1.9	3.4	0.9	4.7	5.4	11.3	7.5	0	5.3	5.4	2.7	6	0.4	4.9	5	0.8	7.7	0.2	8.2	7.5	0.9	11.1	0	15.3	2.7	8.7	9.3	5.6	13.1	6.8	3.1	0	5.4	0	1	0.2	13.7	13.5	1.9	0.5	14.4	3.7	0.8	0.6	0	0	0	34.2	8.6	0	0	0	0	0	0	3.7	15.1	16.7	0.2	4.8	4.6	DTX2
116	110.1	130.7	100.9	97.7	82.8	107.9	99.6	101.2	117.3	62.5	69.4	105.6	91.9	116.9	103.9	95.5	69.5	99.5	85.7	116.5	126.6	114.8	124	89.2	51	61.7	69.9	5.2	11.3	18.8	9.8	9	10.1	9.1	8.4	22	17.4	16.1	22.6	31.4	27.9	25.6	11.9	30.6	5.4	1.8	15.7	4.1	1.4	4.7	0.4	3.1	2.1	52.5	28.5	5.4	13.9	10	1.1	2.4	2.4	0.1	14.1	11	0	4.2	0.1	1.8	18.6	1.8	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D4S234E
23.4	8.9	8.1	4.1	6.4	6.3	5.2	5.4	1.8	2.2	0.9	0.5	5.5	0.9	8.3	2.9	5.4	1.8	1.6	0	1.3	0.3	0.9	1	1.3	6	3.2	5.9	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UGT2A2
6.7	8.1	6.4	12.3	12.6	16.6	10.4	9.6	10	11.7	11.4	13.1	9.9	17.7	46.1	13.1	34.5	18.5	26.4	20.4	31.5	31.8	17.7	29.3	16.1	9	10.8	15.5	1.1	7.3	2.9	0	0	2.6	0	3.3	6.2	6.9	2.5	3.5	3.8	0.2	5.1	1.2	0.1	0	0	0	0	0	0	0	0.3	0.2	0	0.1	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALOXE3
7.3	6.3	9	10.7	11.7	11	12.8	12.5	15.1	13.2	13.6	16.2	12.1	9.3	10.4	23.3	5.6	14.4	13.7	11.1	16.2	14.1	28	20.3	10.4	7.2	6	11.9	0.6	5.1	3.5	1.1	6.3	1.8	0.5	5.6	6.1	0.8	3.2	4.4	1.5	19	2.8	2.5	0	0	2.1	3.4	0.5	1.4	0.6	0	1.2	0.6	1.2	0	0	0.5	2.9	4.1	0.2	0.9	2	0	0	0.2	0	1.5	0	0	0.4	1	1	0.6	0	0	0.3	0	0	0	0	10.2	0	0	0	0	0.1	0	0	0	LSM14B
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	2.5	5.5	0.6	10.8	0	0	0.3	0	1.5	0	0.3	0	0	2.2	0	6.4	0	2.3	19.2	0	16.6	0.3	0.7	6.8	1.1	0	0.3	3.1	21.1	5.3	36.9	86	89.1	44.9	24.9	33.3	89.6	138.8	43.5	18.4	41.5	22	59.2	0.7	3.9	13	1.1	47.4	61.4	2.9	18.2	12.1	76.6	38.2	33.8	1.3	1.2	61.2	30.7	49.1	AQP3
56.2	49.3	45	27.1	23.6	31.3	43.3	52.9	50.5	49.5	36.2	34.2	31.6	56.8	42.2	93.8	67.1	78.1	51.9	39.5	61.9	65.9	50.1	48.9	35.2	43.4	25.3	38.9	4	7	5.6	0	0	1	8.5	14.2	8.7	0	10	2.5	5.6	0	2.4	1.8	0	0	5.8	0	0.9	0.4	0	6	0	1.9	3.3	2.5	1.9	2.4	0	3.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	LINGO2
16.5	19.5	13.4	15.7	10	18	7.7	6.5	5	6.1	7.1	7	8.6	17.5	63.1	0	4.7	6.8	4.6	13.9	9	12	11.7	13.4	0	0.2	14.7	0	47.2	41.6	54.7	121.8	79	53	24.3	95.4	73.2	44.2	51.1	26.5	39.4	40.3	57.7	54.3	16	5.1	6.6	1.5	13.7	14.8	2.7	0.2	8.1	13.6	25.9	13.9	3.4	24.4	9.3	7.9	0	0.9	0	0	0	0	0	0.8	16.2	0	0	0	0	0.1	0	6	0	0	13.8	1.1	0	0	0	0	0	0	15.5	0	3.2	9.9	CCNT1
74.8	40.5	49.9	25.7	41.6	24.7	52.6	39.1	34.5	37.8	33.8	33.5	50.9	23.7	38.4	47.9	45.3	31.3	43.8	41.7	48	46.9	20.8	23	16.9	11.3	7	11.5	7.5	11.4	6.8	19	16.4	3	0.5	0.8	0.2	3.3	23.6	3.7	0.4	0.9	12.2	0	18	10.9	0.5	16.1	22.9	1.1	26.6	0.4	3.1	22.5	2.5	3.9	30.7	2.9	3	4.8	0	2.3	18.5	0	0	0.7	9.1	0	0	8.3	14.2	0.3	0	0.8	1.2	17.8	34	19.8	0.8	8.7	17.3	29.9	0	3.2	0	3.2	21.8	0.3	0	0	WDR53
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.5	0	0	0	0.6	0.5	0	0	0	0	0.9	0	0	0.2	0	0	0	0	0	0	0	0.7	0	0	0.8	0	0	0.1	0	0	0	0	0	11	9	1.9	4	11.4	8.1	9.5	6.4	14.2	4.5	7.2	9.9	1.3	0.5	1	1.5	1.8	0.2	0.5	52.2	0.8	9.5	0	12	5.6	0	0	7	1	10	PHACTR2
52.8	76.5	87.9	54.1	53	64.7	61.7	62.2	58.5	71.7	33.8	37.6	93.4	144.2	62.2	69.8	37.2	47.8	58.4	47.5	79.3	82.1	59.1	80.6	29.3	16.4	47.8	24.4	8.1	1.3	3.2	0.2	2.3	0.1	0	15.5	1.2	3.1	27.7	5.4	0.3	3	0	1.8	1.2	3.1	38.4	2.4	0.2	0	0.1	52	0.3	0	2.2	7.9	0	0	2.2	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FAM154A
19.8	17.3	16.6	28.5	27.2	27.1	36.6	32.5	21.7	28.1	24.7	26	28.4	16.7	3.6	33.5	24.2	11.4	10	23.3	17.9	13.3	15.2	9.2	2.4	5.4	3	17.2	4.2	2.4	0.3	6.2	0.1	0.5	8.7	7.5	1.9	3.4	0	1.6	1	0.1	0.6	0	12.7	2.9	5.3	2.9	6.5	3.7	2.3	7.1	2.7	0	0	0.3	7.6	3.4	0.5	6.6	1.5	0.6	1.4	0	0	0	0	0	0	0	0	0	0	0	0.1	13.4	0	0	0	1	0	0	0.1	0	0.6	0	0	0	0	11.7	NSUN6
18.9	35.8	29.9	45.2	36.8	39.1	34.3	43.8	52.1	51.1	22.8	24.7	15	41.6	19	27.4	37	36.6	27.7	30.4	44.1	59.2	40.2	39.1	9.8	19.3	18.5	6.4	1.8	5	0.9	13	0.3	0	0.3	5	13.8	6.8	11.2	1.8	6.9	2.3	4.5	0.9	1.4	0.7	17.6	2.8	0	0	3.8	1.9	4.1	0	0	0	0.7	0	0.7	0.3	0	0	0	10.6	0	0	0	0	0	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SYTL2
2	2.1	2.6	1.4	1	1.2	1.3	1.1	1	1.3	1.2	1.2	7.2	5.4	3.9	5	3.4	3.2	1.1	2	2.8	8.9	5.6	2.9	2.8	0	0.6	1.7	0.2	0	0	0	0	0	0	0	1.4	2.8	0	0	0	0	0	0	0	0.2	0.2	0	2.7	0	0	8.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRID2
1.5	2	3.4	3.4	3.9	3.6	2.8	2.4	1.9	2.4	2.6	2.5	0.8	2.6	0.1	2.6	2.7	2.1	1.7	2.7	3.4	2.3	4.3	4	2	1.2	0.5	1	0.3	0	1.1	0	0	1	1.3	2.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.2	0.6	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CALN1
1.2	0.9	3	1.4	1.2	1.1	1.1	0.8	1.1	1.3	0.6	1	5.1	4.1	1.3	5.2	5.3	3.3	4.3	2.7	1.9	2.8	4.7	3.6	3.3	2.7	5.5	6.6	0	1.4	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	C21orf29
18.5	23.7	24.7	39.5	31.4	33.9	26.9	32.7	29.6	26.6	29.4	28.8	36.5	43.8	24.4	49.4	7.8	23.6	14.8	15.8	19.1	17.1	21.8	13.2	9.2	13.5	8.5	4.7	0.3	0.9	1.7	4.2	3	2.4	3.2	3.2	8.2	10.7	4	3.2	8.8	0.4	2.2	1.2	0.2	0	4.4	3.5	2.7	0.6	2.7	17	0.6	0.9	2.1	1.2	4.4	1.3	0.4	1.1	9.2	9.3	0.2	3.9	5.8	0.2	0.1	1	21.6	11.3	4.8	9.8	1.4	0.3	1	0.4	19.6	0	0	0	0	0	0	1.6	0	0	6.3	0	3.5	0.1	PCMTD1
10.1	20.2	13	48.1	27.2	28	14.6	12	12.9	11.3	24.5	25.7	12.6	26.4	15.6	25.6	7.3	17.1	8.5	23.7	11.4	11.4	12.2	14.8	11.1	14	12.8	13.6	2	0.7	8.5	6.1	2.5	1	1.5	2.1	1	1.2	8	5.3	5	10	3.4	5.7	5.1	0.4	0.2	1	2.5	0.2	0	0.4	2.2	2.5	4.7	0	0.7	1.1	1.6	0	0	0	0	0	0	0	3.2	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	ERO1LB
35.8	30.8	26.2	21.3	21	20.5	7.8	10.4	9.8	10.4	5.3	4.4	18.4	8.5	13.7	10.3	20.8	35.8	16.9	33.8	26.1	28.4	31.7	32.3	11.8	5.9	5.6	10.1	0.8	3	4.9	2.6	0	0	0.8	1.2	10.1	0	5.6	1.7	9.6	3.6	1.3	3.8	0	3.7	1.4	0	1.2	0	0.3	0.9	0.2	0	0	0	2.2	0.8	0.4	0	0	0	0	0	0.9	0	0	0	10.2	0	0	0	0	0	0	0	0.2	0	1.5	192.2	2.9	1.1	0.3	56.3	0.8	0	0	0	0	0	NID2
5.5	9.4	8.5	6.2	8.9	7.6	3.2	5.1	4.7	5	3.5	4.3	11.9	20.9	5.2	4.5	7.8	21.5	2.7	6.5	6.2	6.3	7.1	10.6	0	4.4	2	11.4	0	0.2	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7	0	0	25.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TTC29
6.1	4.4	4.6	9.5	10.6	7.8	9.6	8.2	8.8	10.9	6.4	6.2	12.3	18.9	20.9	13.8	10.8	10.2	12.5	14.2	16.9	13.6	19.8	20.4	8.7	4	1.4	8.4	0	0	0.5	0.4	1.1	0	0.2	0	1.7	1.6	0.2	2	1.8	0	4.5	3.1	0	0.1	1	0.3	0	0	0	12.8	0	0	0	0.1	0	0	0	0	0	0	0	0	0	7.2	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7	0	0	0	ROBO3
287.3	358.2	306.5	227.3	244.4	239.8	431.5	374.7	450.5	469.3	355.7	360.1	404	423	237.6	360.3	773.6	429	734.6	416.7	569.9	551	675.2	597.3	112.5	95.3	160.6	134.8	11.5	41.8	30.2	68.3	37.2	56.8	35.9	69.9	123.5	71.1	108.5	117.1	92.9	103.2	101.1	74.3	25.9	29.2	7.9	58.1	48.7	13.2	16.9	37.7	61.2	45.3	113.6	59.6	22.4	71.4	92.3	25.3	0.2	0	0	0	3.3	2.1	0	0	8.6	0	10.1	2.5	0	0	0	0	0	0	0	0	0	0	0	0.2	34.3	0.2	0	0.2	0.2	169.2	WFDC2
194.3	174.4	219.7	112.3	195.8	199	118.8	93	75.6	87.2	69.9	73.2	150.3	186.7	64.1	104	41.1	62.6	38.5	67.1	92.8	61	97.9	91.2	115.4	96.4	93.8	110.5	4	17.4	22.6	5.2	4.8	5.9	13.5	11.1	43.7	52.6	37.2	31.6	34.5	30.9	46.7	22.7	27	7.6	0.4	9.6	0	0	5.2	0	0.7	6.4	0.2	0	1.3	2.2	2.8	7.1	0.2	0.2	0	0.7	25.5	0.5	20.3	7.8	5	1.2	0.4	1.7	0.5	0.2	1.2	0	0	24.1	0.3	0.9	0.5	2.6	7.6	32.3	1.9	0	0	0	0	0	A2LD1
2	2.2	1.9	3.4	2.2	3.2	1.7	1.8	2.4	2.2	1.9	1.5	3.6	5.3	5.6	10.7	5	1.5	5.4	4.2	6.9	4.7	5.5	6	1.3	0	0.7	0	0	0	0	0.1	0	0	0	0	0.9	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	3.8	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	FAM48B1
72.6	53.2	52.6	46.3	23.7	27.8	33.4	43.1	42.7	44.6	38.1	37.8	13.7	16.5	16.1	11.4	12.4	13	13.5	5.5	26.8	24.9	20.5	14.4	0.3	0	2.2	0.5	0.9	2.6	0.2	0	0	0	3	1.1	2.3	0	3.2	1.2	1.3	0.3	4.8	6	0	0	32.4	0	0	0	1	0.8	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PLIN5
29	21.2	30.5	17.8	16	22.8	16.6	19.7	20.6	20.4	16.3	12.7	15.9	21.4	8.9	14.3	22.8	25.4	18.6	5.1	25.1	21.3	24.1	24.6	3	2.9	1.1	6.7	0.5	1.6	0.1	0	0.4	0	0	0	4.6	0	0	0	1.9	1.8	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBXL7
